Name;Code;Assortment;Color;Article;Description;tech;cylinder sizes;Brands;Completeness;Product group;Nomenclature group;Designation;Country;Mounting type;Type of mechanism;Cylinder type;B2B website page;Price;Currency;Unit
Mottura Art. 54N897SP8RS (без нукл) Замок 4-риг с защелкой, нуклией и вспом замком под евроцилиндр;4154;Заказной;Оцинкованный;54N897SP8RS;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 54N897SP8RS</strong> - це 4-х ригельний замок із клямкою та допоміжним замком під євроциліндр. Він врізний, двосистемний, напівзалежний, із тристороннім замиканням. Корпус та кришка виконані зі сталі. При закриванні на циліндровий замок свердловина сувальдного перекривається спеціальним важелем - ""шторкою"", перешкоджаючи маніпуляціям відмичками і ускладнюючи вандальні дії. Основний сувальдний замок: Засув - чотири сталеві ригелі діаметром 18 мм., Виліт ригелів - 40 мм, за чотири півоберти. Додатковий циліндровий замок: один ригель діаметром 18 мм, виліт ригеля 20 мм. за два обороти. Видалення ключового отвору та фальової ручки (Backset) 63 мм. Клямка відмикається як ручкою, так і ключем. Замок може бути правого та лівого виконання, дана модель лівостороння.</p> <p> </p> <p><strong>Замок для вхідних дверей Mottura 54N897SP8RS продається без нукліо! </p> <p style=""text-align: justify;""><strong>Замок Mottura 54N897</strong> оснащений знімним секретним сувальдним механізмом <strong>Nucleo Compact</strong>. Який легко замінити при втраті ключів. У змінному механізмі використовується система <strong>ANTIDECO</strong> та передова сувальдна система з пастками у вигляді зубців на гранях сувальд, які перешкоджають розтині замку відмичками </p> <p> </p> <p style=""text-align : justify;"">Механізм пастки полягає в наявності особливих зубців на сувальдах і прорізи в хвостовику, на якому тримається комплект сувальд. Принцип дії механізму пастки - при спробі підняти сувальди відмичками та засунути засуви, зубці на сувальдах потрапляють у проріз на хвостовику та блокують сувальди. Таким чином, відкриття замку відмичкою практично неможливо. Система пастки також не дозволяє декодування профілю ключа за допомогою вібраційної відмички. </p> <p> </p> <p style=""text-align: justify;"">Крім зазначеного вище, з метою ускладнення розтину замку вказаним вище способом, фірма Mottura розробила систему ANTIDECO, яка використовується в замках з nucleo compact .</p> <p> </p> <p style=""text-align: justify;"">Замки з сувальдною системою замикання, і, відповідно, ключі до замків неоднакові, крім зовнішнього вигляду вони відрізняються за типом профілю ключа, який власне і забезпечує таємність замку. Профіль ключа може бути з однаковою відстанню <strong>(С)</strong> між протилежними зубцями ключа <strong>(А,В)</strong>, що повторюється на всьому ключі, або зі змінною відстанню <strong>(С)< /strong>. В системі антидеко відстань між протилежними зубцями змінюється від позиції до позиції. Такий профіль робить більш складним та тривалим процес відновлення форми ключа, оскільки зловмиснику необхідно визначити профіль обох борід ключа. Такі замки належать до другого покоління сувальдних замків. </p> <p> </p> <p><strong>Опис:</strong><br /> Врізний замок. Видалення ключового отвору: 63 мм.<br /> Хід ригелів: 40 мм., за 4-ре півоберта.<br /> з сувальдного ключа. Довжина ключа 40 мм.<br /> Габарити: 35х136х356 мм.</p> <p> </p> <p style=""text-align: justify;""><strong>Поради щодо догляду.</strong> уникнути поломки або заклинювання дверного замка за ним необхідно правильно доглядати, адже в ньому може накопичуватися пил та бруд. Тому замки на дверях у квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замку.</p> <p> </p> <p style=""text-align: justify;""><strong >Замки для вхідних дверей Mottura</strong> - це надійні та якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів та споживачів.</p>";;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/405;181,950;EUR;шт
Mottura Art. 54N897SP8RS54 Замок 4-риг с защелкой, нуклией и вспом замком под евроцилиндр;2508;Заказной;Оцинкованный;54N897SP8RS54;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 54N897SP8RS</strong> - це 4-х ригельний замок із клямкою та допоміжним замком під євроциліндр. Він врізний, двосистемний, напівзалежний, із тристороннім замиканням. Корпус та кришка виконані зі сталі. При закриванні на циліндровий замок свердловина сувальдного перекривається спеціальним важелем - ""шторкою"", перешкоджаючи маніпуляціям відмичками і ускладнюючи вандальні дії. Основний сувальдний замок: Засув - чотири сталеві ригелі діаметром 18 мм., Виліт ригелів - 40 мм, за чотири півоберти. Додатковий циліндровий замок: один ригель діаметром 18 мм, виліт ригеля 20 мм. за два обороти. Видалення ключового отвору та фальової ручки (Backset) 63 мм. Клямка відмикається як ручкою, так і ключем. Замок може бути правого і лівого виконання, дана модель лівостороння. механізмом <strong>Nucleo Compact</strong>. Який легко замінити при втраті ключів. У змінному механізмі використовується система <strong>ANTIDECO</strong> та передова сувальдна система з пастками у вигляді зубців на гранях сувальд, які перешкоджають розтині замку відмичками </p> <p> </p> <p style=""text-align : justify;"">Механізм пастки полягає в наявності особливих зубців на сувальдах і прорізи в хвостовику, на якому тримається комплект сувальд. Принцип дії механізму пастки - при спробі підняти сувальди відмичками та засунути засуви, зубці на сувальдах потрапляють у проріз на хвостовику та блокують сувальди. Таким чином, відкриття замку відмичкою практично неможливо. Система пастки також не дозволяє декодування профілю ключа за допомогою вібраційної відмички. </p> <p> </p> <p style=""text-align: justify;"">Крім зазначеного вище, з метою ускладнення розтину замку вказаним вище способом, фірма Mottura розробила систему <strong>ANTIDECO</strong>, яка використовується в замках з nucleo compact. Замки з сувальдною системою замикання, і, відповідно, ключі до замків неоднакові, крім зовнішнього вигляду вони відрізняються за типом профілю ключа, що власне і забезпечує таємність замка. Профіль ключа може бути з однаковою відстанню <strong>(С)</strong> між протилежними зубцями ключа <strong>(А,В)</strong>, що повторюється на всьому ключі, або зі змінною відстанню <strong>(С)< /strong>. В системі антидеко відстань між протилежними зубцями змінюється від позиції до позиції. Такий профіль робить більш складним та тривалим процес відновлення форми ключа, оскільки зловмиснику необхідно визначити профіль обох борід ключа. Такі замки належать до другого покоління сувальдних замків. </p> <p> </p> <p><strong>Опис:</strong><br /> Врізний замок. Видалення ключового отвору: 63 мм.<br /> Хід ригелів: 40 мм., за 4-ре півоберта.<br /> з сувальдного ключа. Довжина ключа 40 мм.<br /> Габарити: 35х136х356 мм.</p> <p> </p> <p style=""text-align: justify;""><strong>Поради щодо догляду.</strong> уникнути поломки або заклинювання дверного замка за ним необхідно правильно доглядати, адже в ньому може накопичуватися пил та бруд. Тому замки на дверях у квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замку.</p> <p> </p> <p style=""text-align: justify;""><strong >Замки для вхідних дверей Mottura</strong> - це надійні та якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів та споживачів.</p>";;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/406;181,950;EUR;шт
Mottura Art. 54Y787/BDXDM2854 + My key Замок 4-риг с реверсивной защ,нуклео,правый B;23894;Заказной;Оцинкованный;54Y787/BDXDM285;;;;Mottura;;аксессуары для входных дверей;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/10772;200,450;EUR;шт
Mottura Art. 54Y938G8B056C40DX Замок 4-риг с перекодировкой правый;33258;Заказной;Оцинкованный;54Y938G8B056C40DX;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/10969;201,400;EUR;шт
Mottura Art. 54Y938G8B056C40SX Замок 4-риг с перекодировкой левый;33259;Заказной;Оцинкованный;54Y938G8B056C40SX;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/10970;201,400;EUR;шт
Mottura Art. 54Y93928D56 Замок врезной 4-риг с перекодировкой;36126;Заказной;Оцинкованный;54Y93928D56;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/9679;170,450;EUR;шт
Mottura Art. 54Y93928S56 Замок врезной 4-риг с перекодировкой;36127;Заказной;Оцинкованный;54Y93928S56;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/9680;170,450;EUR;шт
Mottura Аtr. 91399 40 ММ MY KEY комплект ключей для перекодировки;50682;Заказной;Оцинкованный;91399 40 ММ MY KEY;"Цей виріб являє собою новий набір ключів для перекодованого нуклео REPLAY/REPLAYMYKEY. При втраті, крадіжці або незаконному виготовленні дублікатів ваших ключів Ви можете повністю замінити старий набір, перекодувавши НУКЛЕО REPLAY. ключів Mottura (Італія) довжина L = 40 мм;
• Інструкція;
• Г-подібний ключ для перекодування.";;;Mottura;5+1 ключ;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Настольный;;;https://b2b.polyserv.com.ua/catalog/5587;68,450;EUR;шт
Mottura АРТ 91399 60 ММ MY KEY комплект ключей для перекодировки;48085;в наличии;Оцинкованный;91399_T1 56C;Mottura АРТ 91399 60 ММ MY KEY комплект ключів для перекодування;;;Mottura;5+1 ключ;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Настольный;;;https://b2b.polyserv.com.ua/catalog/7357;68,450;EUR;шт
Mottura Art. 54584D028 Замок двойной 9-риг с защелкой, под тяги, под евроцилиндр;23591;Заказной;Оцинкованный;54584D028;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10280;218,150;EUR;шт
Mottura Art. 54584S028 Замок двойной 9-риг с защелкой, под тяги, под евроцилиндр;13241;Заказной;Оцинкованный;54584S028;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/386;218,150;EUR;шт
Mottura Art. 54787DM2854 Замок 4-риг с защ. и вспом замком под евроцилиндр;364;Заказной;Оцинкованный;54787DM2854;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/387;136,100;EUR;шт
Mottura Art. 54787DM56 Замок 4-риг с защ. и вспом замком под евроцилиндр без шторки (без накладок);54655;Заказной;Оцинкованный;54787TSBMZ56;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/6886;78,100;EUR;шт
Mottura Art. 54793TSBD54 Замок 4-риг с защ, и вспом замком;4212;Заказной;Оцинкованный;54793TSBD54;<p>Сувальдний подвійний замок із закриттям ключового отвору верхнього замка. Верхній замок 4 оборотний з трьома точками замикання і клямкою діаметром 20, що приводиться в дію ключем, фальовою ручкою 8 мм. Видалення ключового отвору та фальової ручки 63 мм.</p> <p>Нижній бічний замок 2-х оборотний, що закриває ключовий отвір верхнього замка. У моделі Mottura 54.793 незалежне нічне блокування. Замок може бути правостороннім або лівостороннім.</p> <p> </p>;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/388;242,000;EUR;шт
Mottura Art. 54793TSBS54 Замок 4-риг с защ, и вспом замком;4213;Заказной;Оцинкованный;54793TSBS54;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/389;234,950;EUR;шт
Mottura Art. 54795TSBD54 Замок 4-риг с защ, и вспом замком;2505;Заказной;Никель матовый;54795TSBD54;;Замок врезной двухсистемный Mottura модель 54.795 для бронированных дверей. Верхний 4-х оборотный замок с тремя точками запирания с защелкой диаметром 20 мм, приводимой в действие ключом и фалевной ручкой. Удаление ключевого отверстия и фалевой ручки 63 м;;Mottura;Замок,4 накладки,10 кл.;Замки входные;Замки Mottura;Механизм замка;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/390;195,300;EUR;шт
Mottura Art. 54795TSBS54 Замок 4-риг с защ, и вспом замком;2506;Заказной;Никель матовый;54795TSBS54;;Замок врезной двухсистемный Mottura модель 54.795 для бронированных дверей. Верхний 4-х оборотный замок с тремя точками запирания с защелкой диаметром 20 мм, приводимой в действие ключом и фалевной ручкой. Удаление ключевого отверстия и фалевой ручки 63 м;;Mottura;Замок,4 накладки,10 кл.;Замки входные;Замки Mottura;Механизм замка;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/391;201,150;EUR;шт
Mottura Art. 54797TBDR54 K Замок 4-риг с защелкой и вспом замком под евроцилиндр;25495;Заказной;Оцинкованный;54797TBDR54 K;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10335;159,400;EUR;шт
Mottura Art. 54797TBDR54 Замок 4-риг с защелкой и вспом замком под евроцилиндр;2509;Заказной;Оцинкованный;54797TBDR54;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 54797TBDR54</strong> - це 4-х ригельний замок з клямкою і допоміжним замком під євроциліндр. Він врізний, двосистемний, полузависимый, з тристороннім замиканням. Корпус і кришка виконані зі сталі. При закриванні на циліндровий замок, свердловина сувальдного перекривається спеціальним важелем - ""шторкою"", перешкоджаючи маніпуляціям відмичками і ускладнюючи вандальні дії. Основний сувальдний замок: Засув - чотири сталевих ригеля діаметром 18 мм, виліт ригелів - 40 мм, за чотири півоберту. Додатковий циліндровий замок: Один ригель діаметром 18 мм, виліт ригеля 20 мм. за два оберти. Видалення ключового отвору і фалевою ручки (Backset) 63 мм. Засувка відмикається як ручкою, так і ключем. Замок може бути правого і лівого виконання, дана модель правостороння.</p> <p></p> <p style=""text-align: justify;""><strong>Замок Mottura 54797</strong> є замком комбінованого типу. Комбіновані замки (PLURISYSTEM) мають два різних типи замикання, суміщені в одному замку, представляють надійний захист від злому і злому: верхній сувальдний механізм забезпечує основне силове замикання замку, нижній циліндровий замок забезпечує контрольну функцію. У замку передбачено залежне замикання обох механізмів: при запиранні циліндрового механізму, верхнє ключове перекриває отвір шторка. </p> <p></p> <p style=""text-align: justify;""> <strong>Врізний замок Mottura 54797</strong> комплектується ключами нового покоління зі змінним кодуванням, які мають незалежну ліву і праву сторони, оскільки відстань між протилежними зубцями змінюється від позиції до позиції. У зв'язку з цим значно ускладнюється маніпуляційний розтин замку: для визначення кодування ключа необхідно відтворити конфігурації обох сторін ключа і декодувати перший і другий обороти; завдяки несиметричності сторін ключа кількість кодових комбінацій зростає багаторазово. </p> <p></p> <p style=""text-align: justify;""> <strong>Замок Mottura 54797</strong> комплектується 6 сувальд, серед яких є сувальди не мають пружин. Також блок сувальд розташований ближче до внутрішньої частини замку, а стійка хвостовика має вбудований твердосплавний кулька, який перешкоджає висвердлювання. Ця обставина значно ускладнює розтин замку відмичками та іншими кримінальними способами. Рекомендується установка марганцевої пластини для замку і броненакладки для циліндрового механізму. </p> <p></p> <p style=""text-align: justify;""> <strong>Сувальдні замки Mottura</strong> мають спеціальний запатентований механізм проти вдавлювання ригелів всередину замку. Комплект ключів поставляється в індивідуальній упаковці, в комплекті 5 ключів. Кількість кодових комбінацій 144000.</p> <p></p> <p><strong>Опис:</strong><br /> Врізний замок. Видалення ключового отвору: 63 мм<br /> Хід ригелів: 40 мм., за 4-ри півоберту.<br /> 5 сувальдних ключів. Довжина ключа 40 мм.<br /> Корпус: 254 х 136 х 30,5 мм.</p> <p></p> <p style=""text-align: justify;""><strong>Поради по догляду.</strong> Щоб уникнути поломки або заклинювання дверного замка за ним потрібно правильно доглядати, адже в ньому може скупчуватися пил і бруд. Тому замки на дверях квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження і до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби по догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замка.</p> <p></p> <p style=""text-align: justify;""><strong>Замки для вхідних дверей Mottura</strong> - це надійні і якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів і споживачів.</p> <h2 class=""post_title""><a href=""http://dom-market.com/articles/?slug=Mottura"" style=""font-size:20px;"">Фабрика Mottura</a></h2>";"Замок врезной, двухсистемный, полузависимый, с трехсторонним запиранием. Корпус и крышка замка из стали. При закрывании на цилиндровый замок, скважина сувальдного перекрывается специальным рычагом - ""шторкой"", препятствуя манипуляциям отмычками и затрудня";;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/393;107,300;EUR;шт
Mottura Art. 54797TBDR54 Замок 4-риг с защелкой и вспом замком под евроцилиндр (без накладок);37961;Заказной;Нержавеющая сталь;54797TBDR54;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/3632;104,200;EUR;шт
Mottura Art. 54797TBDR54CR Замок 4-риг с защелкой и вспом замком под евроцилиндр с хром. накл.;5491;Заказной;Хром полированный;54797TBDR54CR;"<p>Замок Mottura 54787 є замком комбінованого типу. Комбіновані замки (PLURISYSTEM) мають два різних типи замикання, поєднані в одному замку, представляють надійний захист від розтину і злому: верхній сувальдний механізм забезпечує основне силове замикання замку, нижній циліндровий замок забезпечує контрольну функцію. У замку передбачено незалежне замикання обох механізмів. Врізний замок Mottura 54787 комплектується ключами нового покоління зі змінним кодуванням, які мають незалежну ліву та праву сторони, оскільки відстань між протилежними зубцями змінюється від позиції до позиції. У зв'язку з цим значно утруднюється маніпуляційне розтин замку: визначення кодування ключа необхідно відтворити зміни обох сторін ключа і декодувати перший і другий оберти; завдяки несиметричності сторін ключа кількість кодових комбінацій зростає багаторазово. Врізний замок Mottura 54787 поставляється з новим комплектом сувальд EASY GO, за допомогою якого можлива швидка заміна сувальдного механізму. </p> <p>Замок Mottura 54787 комплектується 6 сувальдами. Також блок сувальд розташований ближче до внутрішньої частини замку, а стійка хвостовика має вбудовану твердосплавну кульку, яка перешкоджає висвердлюванню. Ця обставина значно ускладнює розтин замку відмичками та іншими кримінальними способами. Рекомендується встановлення броненакладки для циліндрового механізму. </p>";;;Mottura;Замок,накладка,вставка под цилиндр,5 ключей;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/394;107,300;EUR;шт
Mottura Art. 54797TBDR55 Замок 4-риг с защелкой и вспом замком под евроцилиндр дл. ключ;25061;Заказной;Оцинкованный;54797TBDR55;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 54797TBDR55</strong> - це 4-х ригельний замок з клямкою і допоміжним замком під євроциліндр. Він врізний, двосистемний, полузависимый, з тристороннім замиканням. Корпус і кришка виконані зі сталі. При закриванні на циліндровий замок, свердловина сувальдного перекривається спеціальним важелем - ""шторкою"", перешкоджаючи маніпуляціям відмичками і ускладнюючи вандальні дії. Основний сувальдний замок: Засув - чотири сталевих ригеля діаметром 18 мм, виліт ригелів - 40 мм, за чотири півоберту. Додатковий циліндровий замок: Один ригель діаметром 18 мм, виліт ригеля 20 мм. за два оберти. Видалення ключового отвору і фалевою ручки (Backset) 63 мм. Засувка відмикається як ручкою, так і ключем. Замок може бути правого і лівого виконання, дана модель правостороння.</p> <p></p> <p style=""text-align: justify;""><strong>Замок Mottura 54797</strong> є замком комбінованого типу. Комбіновані замки (PLURISYSTEM) мають два різних типи замикання, суміщені в одному замку, представляють надійний захист від злому і злому: верхній сувальдний механізм забезпечує основне силове замикання замку, нижній циліндровий замок забезпечує контрольну функцію. У замку передбачено залежне замикання обох механізмів: при запиранні циліндрового механізму, верхнє ключове перекриває отвір шторка. </p> <p></p> <p style=""text-align: justify;""> <strong>Врізний замок Mottura 54797</strong> комплектується ключами нового покоління зі змінним кодуванням, які мають незалежну ліву і праву сторони, оскільки відстань між протилежними зубцями змінюється від позиції до позиції. У зв'язку з цим значно ускладнюється маніпуляційний розтин замку: для визначення кодування ключа необхідно відтворити конфігурації обох сторін ключа і декодувати перший і другий обороти; завдяки несиметричності сторін ключа кількість кодових комбінацій зростає багаторазово. </p> <p></p> <p style=""text-align: justify;""> <strong>Замок Mottura 54797</strong> комплектується 6 сувальд, серед яких є сувальди не мають пружин. Також блок сувальд розташований ближче до внутрішньої частини замку, а стійка хвостовика має вбудований твердосплавний кулька, який перешкоджає висвердлювання. Ця обставина значно ускладнює розтин замку відмичками та іншими кримінальними способами. Рекомендується установка марганцевої пластини для замку і броненакладки для циліндрового механізму. </p> <p></p> <p style=""text-align: justify;""> <strong>Сувальдні замки Mottura</strong> мають спеціальний запатентований механізм проти вдавлювання ригелів всередину замку. Комплект ключів поставляється в індивідуальній упаковці, в комплекті 5 ключів. Кількість кодових комбінацій 144000.</p> <p></p> <p><strong>Опис:</strong><br /> Врізний замок. Видалення ключового отвору: 63 мм<br /> Хід ригелів: 40 мм., за 4-ри півоберту.<br /> 5 сувальдних ключів. Довжина ключа 50 мм.<br /> Корпус: 254 х 136 х 30,5 мм.</p> <p></p> <p style=""text-align: justify;""><strong>Поради по догляду.</strong> Щоб уникнути поломки або заклинювання дверного замка за ним потрібно правильно доглядати, адже в ньому може скупчуватися пил і бруд. Тому замки на дверях квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження і до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби по догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замка.</p> <p></p> <p style=""text-align: justify;""><strong>Замки для вхідних дверей Mottura</strong> - це надійні і якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів і споживачів.</p> <h2 class=""post_title""><a href=""http://dom-market.com/articles/?slug=Mottura"" style=""font-size:20px;"">Фабрика Mottura</a></h2>";"Замок врезной, двухсистемный, полузависимый, с трехсторонним запиранием. Корпус и крышка замка из стали. При закрывании на цилиндровый замок, скважина сувальдного перекрывается специальным рычагом - ""шторкой"", препятствуя манипуляциям отмычками и затрудня";;Mottura;Замок,декор.накл,вставка под цилиндр,5кл.;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/3739;107,300;EUR;шт
Mottura Art. 54797TBDR55 Замок 4-риг с защелкой и вспом замком под евроцилиндр дл. ключ (без накладок);46238;Заказной;Оцинкованный;54797TBDR55;"<div style=""text-align: justify;"">Замок врізний 54797 - найкращий двосистемний врізний замок сувальдного типу від італійського виробника Mottura. Виробництво та продукція компанії Mottura відповідає найсуворішим світовим стандартам у сфері якості та безпеки, що підтверджується сертифікацією UNI EN ISO 9001/2008. Вся продукція компанії Mottura на 100% виробляється в Італії.</div>

<div style=""text-align: justify;"">&amp;nbsp;</div>

<div style=""text-align: justify;"">Рекомендований для встановлення в броньовані металеві двері. Виліт ригелів замка 40 мм за чотири півоберта ключа.</div>

<div style=""text-align: justify;"">&amp;nbsp;</div>

<div style=""text-align: justify;"">Нижній замок з євроциліндром блокує ключовий отвір верхнього замку&amp;nbsp;спеціальною металевою ""шторкою"",&amp;nbsp;з матеріалу стійкого до висвердлювання,&amp;nbsp;обмежуючи доступ відмичками і утруднюючи вандальні >";"Замок врезной, двухсистемный, полузависимый, с трехсторонним запиранием. Корпус и крышка замка из стали. При закрывании на цилиндровый замок, скважина сувальдного перекрывается специальным рычагом - ""шторкой"", препятствуя манипуляциям отмычками и затрудня";;Mottura;Замок,вставка под цилиндр,5кл.;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/2568;104,200;EUR;шт
Mottura Art. 54797TBDR56 Замок 4-риг с защелкой и вспом замком под евроцилиндр;33036;Заказной;Оцинкованный;54797TBDR56;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10890;110,400;EUR;шт
Mottura Art. 54797TBDR56 Замок 4-риг с защелкой и вспом замком под евроцилиндр (без накладок);20764;в наличии;Хром матовый;54797TBDR56;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 54797TBDR56</strong> - це 4-х ригельний замок з клямкою і допоміжним замком під євроциліндр. Він врізний, двосистемний, полузависимый, з тристороннім замиканням. Корпус і кришка виконані зі сталі. При закриванні на циліндровий замок, свердловина сувальдного перекривається спеціальним важелем - ""шторкою"", перешкоджаючи маніпуляціям відмичками і ускладнюючи вандальні дії. Основний сувальдний замок: Засув - чотири сталевих ригеля діаметром 18 мм, виліт ригелів - 40 мм, за чотири півоберту. Додатковий циліндровий замок: Один ригель діаметром 18 мм, виліт ригеля 20 мм. за два оберти. Видалення ключового отвору і фалевою ручки (Backset) 63 мм. Засувка відмикається як ручкою, так і ключем. Замок може бути правого і лівого виконання, дана модель правостороння.</p> <p></p> <p style=""text-align: justify;""><strong>Замок Mottura 54797</strong> є замком комбінованого типу. Комбіновані замки (PLURISYSTEM) мають два різних типи замикання, суміщені в одному замку, представляють надійний захист від злому і злому: верхній сувальдний механізм забезпечує основне силове замикання замку, нижній циліндровий замок забезпечує контрольну функцію. У замку передбачено залежне замикання обох механізмів: при запиранні циліндрового механізму, верхнє ключове перекриває отвір шторка. </p> <p></p> <p style=""text-align: justify;""> <strong>Врізний замок Mottura 54797</strong> комплектується ключами нового покоління зі змінним кодуванням, які мають незалежну ліву і праву сторони, оскільки відстань між протилежними зубцями змінюється від позиції до позиції. У зв'язку з цим значно ускладнюється маніпуляційний розтин замку: для визначення кодування ключа необхідно відтворити конфігурації обох сторін ключа і декодувати перший і другий обороти; завдяки несиметричності сторін ключа кількість кодових комбінацій зростає багаторазово. </p> <p></p> <p style=""text-align: justify;""> <strong>Замок Mottura 54797</strong> комплектується 6 сувальд, серед яких є сувальди не мають пружин. Також блок сувальд розташований ближче до внутрішньої частини замку, а стійка хвостовика має вбудований твердосплавний кулька, який перешкоджає висвердлювання. Ця обставина значно ускладнює розтин замку відмичками та іншими кримінальними способами. Рекомендується установка марганцевої пластини для замку і броненакладки для циліндрового механізму. </p> <p></p> <p style=""text-align: justify;""> <strong>Сувальдні замки Mottura</strong> мають спеціальний запатентований механізм проти вдавлювання ригелів всередину замку. Комплект ключів поставляється в індивідуальній упаковці, в комплекті 5 ключів. Кількість кодових комбінацій 144000.</p> <p></p> <p><strong>Опис:</strong><br /> Врізний замок. Видалення ключового отвору: 63 мм<br /> Хід ригелів: 40 мм., за 4-ри півоберту.<br /> 5 сувальдних ключів. Довжина ключа 60 мм.<br /> Корпус: 254 х 136 х 30,5 мм.</p> <p></p> <p style=""text-align: justify;""><strong>Поради по догляду.</strong> Щоб уникнути поломки або заклинювання дверного замка за ним потрібно правильно доглядати, адже в ньому може скупчуватися пил і бруд. Тому замки на дверях квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження і до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби по догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замка.</p> <p></p> <p style=""text-align: justify;""><strong>Замки для вхідних дверей Mottura</strong> - це надійні і якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів і споживачів.</p> <h2 class=""post_title""><a href=""http://dom-market.com/articles/?slug=Mottura"" style=""font-size:20px;"">Фабрика Mottura</a></h2>";"Замок врезной, двухсистемный, полузависимый, с трехсторонним запиранием. Корпус и крышка замка из стали. При закрывании на цилиндровый замок, скважина сувальдного перекрывается специальным рычагом - ""шторкой"", препятствуя манипуляциям отмычками и затрудня";;Mottura;Замок,вставка под цилиндр,5 ключей;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/8763;104,200;EUR;шт
